source_record_id,txid,scenario_family,scenario_instance_id,ground_truth_role,label_strength,expected_signals,expected_pattern_kind,contamination_note
R00013688,aebe9a5f6d9528133268fa7acbf4ea3ee6b6fc3a369ac554342ff0f8fa7dafd9,A,,background,weak,,none,
R00013689,5b2fe2a8b15c409c5bca17876a4cacb21dd327538bac96e992f3eb4b5030de50,A,,background,weak,,none,
R00013690,a3b6392520235924eb0bc7e7cd3966ec2c4c712f32eb71827897bd9cb9141624,E,E-03,scenario_core,strong,"structure,graph,flow",mixing_like,
R00013691,c0a3b9c74899f337ca01081b468051229326369c0efa7aa7c7873646449127d5,A,,background,weak,,none,
R00013692,b5c5d58bc3fdf51e55af6db5c5f87695b3874ec37289fcc5c139b9580d580800,A,,background,weak,,none,
R00013693,9fbb6239da143870913f8209c1723f5bd4621d21d27dfd6cec2af106eed6aba9,A,,background,weak,,none,
R00013694,9931064d8f603ebf0308a83e8f935a52633c9a01bfb013d2bb2e1f09ea400020,A,,background,weak,,none,
R00013695,29424a44790d1e9dec6bd2700695f481274689b97424d8d26b4e548867a7bf5d,A,,background,weak,,none,
R00013696,6d0a7d0eee5f0a6fc8bb0070a81ed6cb81db5c9da75133d0d0914f84898f6590,A,,background,weak,,none,
R00013697,51418f95d03e26e3a8f2cf0307d1add3c288d07b6949b5b027328aa4fdfddc22,A,,background,weak,,none,
R00013698,1f93b7730eec4ad50b5eba6ec72521f75b369fe1c7fef682df12b563d5340624,A,,background,weak,,none,
R00013699,3cefc421212db24aba329c994ed55a6aa317efd014a5cc4651a56ae8a7252234,A,,background,weak,,none,
R00013700,f978c342568f7aba7e49df5946183e27395739314db989f6358e4b0a8dd53a77,A,,background,weak,,none,
R00013701,4946c609fa69b367d763091ea21e442f599988a447150b64fafafaeb592577fd,A,,background,weak,,none,
R00013702,5a9ee0e15f38b7db870a43489ed188ccea2895735954a87fabfcfc98526ade6b,A,,background,weak,,none,
R00013703,0cf350f13c20592709769bf6a592bc47899b9b77d7a0588950373c1a92859c29,A,,background,weak,,none,
R00013704,c03ef43ddd397e3100cb8e5021fb2f639a4ab452ed1556544cd1a2326e1ffb33,A,,background,weak,,none,
R00013705,5a9ee0e15f38b7db870a43489ed188ccea2895735954a87fabfcfc98526ade6b,A,,background,weak,,none,
R00013706,9710ac983386bb0c4040540e87fed0595f1db656807ecc60ac8c2fc76fb9460f,A,,background,weak,,none,
R00013707,fc83011a160f9552cf92a0f0bf2bc9c60ca11915405620c721370da97cc8b8e4,A,,background,weak,,none,
R00013708,8d2089636e581ccffc9eb5c5e57d6480f749533728b10e17bc3ecf2aaf0baab4,A,,background,weak,,none,
R00013709,b400702feaea2ca032aae083e12a08f95a74a1c62074f07d1d93a8ac40bfb061,A,,background,weak,,none,
R00013710,d3d35ad328ce8a36cb863c7f08b235e7804dc0cd8983855af2d4f3a5eb80cb8e,A,,background,weak,,none,
R00013711,384a2356e99705f30ac9e1aa2f914860fa1b1871b6f9f766e9d8cd163d0e0e6b,A,,background,weak,,none,
R00013712,f2a945a7e927e9aa5cf5bf7f60d72cbe5286fef2cfbfad6d5f7cfffb81f2867a,A,,background,weak,,none,
R00013713,8c80c742845deeafe8c78212de948271995ac91aa1deb33108011371239eefa6,A,,background,weak,,none,
R00013714,21b12ddc51721ae00a252376b230a00d6cc377c25d46f814fe6a23ff1ab38801,A,,background,weak,,none,
R00013715,739b723e9506c25f9325d762103fac1aaa021e26cee7cb7f457e0597c5d5a05f,A,,background,weak,,none,
R00013716,2cc3b087741f9aa53c2450be802c847a8f812520caf9d156e4c06d15b6d034ed,A,,background,weak,,none,
R00013717,ac3c59c97ce235dcfa18bb795545401b491b7f32dfea43dcce51d872ccf80ff3,A,,background,weak,,none,
R00013718,adad785452085413a5c944194785c7b9ffcc184ed1375b9040bda3cba75e379e,A,,background,weak,,none,
R00013719,bad12013b77c1e00735a72ce230fecdb0585c92182d12d9d50dd2fe7677ca4b4,H,H-03,scenario_core,weak,graph,none,
R00013720,ac3c59c97ce235dcfa18bb795545401b491b7f32dfea43dcce51d872ccf80ff3,A,,background,weak,,none,
R00013721,e104e13553526d6388c4fd5ad3e86b8eb6fc7c85a96d3bb63478e14e1bb818e6,A,,background,weak,,none,
R00013722,a6c88325bb208677dd879d0d6a06e1dc55965e172dbb5b8ac9144d3b8ab93266,A,,background,weak,,none,
R00013723,afd31ae91814d384646a3b7048592e95038317ba1599f973c80a2940af0f68af,A,,background,weak,,none,
R00013724,f2a945a7e927e9aa5cf5bf7f60d72cbe5286fef2cfbfad6d5f7cfffb81f2867a,A,,background,weak,,none,
R00013725,7ab6e9d49f39ec276147999b9f88f4fec448547ce9485374b754987e88643094,A,,background,weak,,none,
R00013726,ebbf7048d9b1a1f7d0c8c5db0cf2b248772788fe9d97e3ab981d5d5be5e83f83,A,,background,weak,,none,
R00013727,efa652b8bca9a492b1339ea8469e38c42a3a7ba40464e1c8251b89857f35009d,A,,background,weak,,none,
R00013728,3a2ea7c287df1000ea5ba7ca38944eada906a40ac904a0809b7ed28c82aa4e31,A,,background,weak,,none,
R00013729,e80cfe45ab8774d14b137865abf233b96a1b84da3a84e5df7ad73dd8bcb3fcb1,E,E-03,scenario_core,strong,"structure,graph,flow",mixing_like,
R00013730,a3287c9c86a7dc821cb3e248e324ab80e645c148d58ce4384d9535b8766f3257,A,,background,weak,,none,
R00013731,c0c18181411ce00a5af066848c3ccc3e4c0fb91f61c3cfcf9681a01bb6ea29e7,A,,background,weak,,none,
R00013732,86adb0dc87e89e6d6872a2ac4f8c00dc8b48d88db5cdf0ef8b5c2e1b60670b23,A,,background,weak,,none,
R00013733,9a0fe1a50d2e528ad8c503f0ac92aca244be7b6d4433feb9486892e5952d44e2,A,,background,weak,,none,
R00013734,743cffe230997f11b461909c8b2e8226ed34055684a9edf5b0a99d4cd8fe632c,A,,background,weak,,none,
R00013735,e3b7ae60caf79f37ae481e3d6a59216716eccf217053a07ac0e7c7a0fb9cdddf,A,,background,weak,,none,
R00013736,c27a047b530fd088b4b35968a5d34432ebf5d28a6fe7828eed72e5c2558984d7,A,,background,weak,,none,
R00013737,5f0e782023e1cb42ab8536def01904201fe3b9870419b102a215918da4c4ec12,A,,background,weak,,none,
R00013738,21223e45551e08290d08db4e87f652a88638e2825a6f83003ec839080933c3d7,A,,background,weak,,none,
R00013739,848338daec73266fb5109a73e94b40fa4c9fb21c98ad42bc8abd6342b1af08ce,A,,background,weak,,none,
R00013740,a41d68a475d07ad8a6e0c24ca8471028293bc8c709ea9bc7d82e6aa29a9be8aa,A,,background,weak,,none,
R00013741,0228ac1d3ad633ba87a149e1cbcf52d9d9e393a0f3ed91b63ce0caee2dee9d26,A,,background,weak,,none,
R00013742,318c570be3c3dbd8a45668ef5d32576b487feea779bfe53b494ba8fd23799deb,A,,background,weak,,none,
R00013743,0ca10775829bfbe654eaf8447abf3e4d35e006e570b86ff7c5d38d6eeb13f572,A,,background,weak,,none,
R00013744,465d7449cc27b503e7dc3ae14bb2946dd4769e215bdfe91fa046430f94896830,A,,background,weak,,none,
R00013745,5b44d19bbe23f3c8ff4de47cf6124ec93c0d9b35bb1e685ef1eef3986f5938d5,A,,background,weak,,none,
R00013746,a82f178e8ccc26923fa62381dc46bdc1e63dbd0bc3ecc8f6e3301a1876a4a7d0,A,,background,weak,,none,
R00013747,d99cce1d4e2c59cd0e26d1188135271172530d9539fb44cda2f0d4b4d53fcbfa,A,,background,weak,,none,
R00013748,d70f35ca0bb2a5aaa607f4888a05d10771ece58be5989d193338eedea652145c,A,,background,weak,,none,
R00013749,982ca3cae5e65b08647817ff442545e3f9dd9fd4a34ae511e72427ba3e4d2ae7,A,,background,weak,,none,
R00013750,58defbbbe16be9119c29ed392b338abbb14dfc7f5ce0ea0b7b39aa9d66f3025a,A,,background,weak,,none,
R00013751,cf05768bb6c9a57b4548f4939593d5ee3b248e918ed081d6178b7586bf62477b,A,,background,weak,,none,
R00013752,d2c6c7cb318f4c4e0147e7e135c211fd5036c26ef35e9f5777c04e9fd5633256,A,,background,weak,,none,
R00013753,351a0191b271225329d95eb4d6672801ea95bae214882c49c953f5aaa43e8032,A,,background,weak,,none,
R00013754,c4ff88e10667320fa180ed17b46e59490827ab56aac97162aba1e51a0ec62c1f,A,,background,weak,,none,
R00013755,fbd4ba6d02e70bc0832ad1fee850d78a19593bad161e5c6c2b3d81e3f2de66b6,A,,background,weak,,none,
R00013756,f76b397147163646396a016786ac694918c532c4cc13d12f82748f42e47f7c16,A,,background,weak,,none,
R00013757,6342838febcd70129fb77e6d14a4442373b346ca50bab3fd81dc9bc7ff810fd9,A,,background,weak,,none,
R00013758,660783d252013948fd9b77d83b2a3fec8ffc3f1868e4ec60f5cf59b48b29db64,A,,background,weak,,none,
R00013759,827a0f190b5b5293f41f8bb8646205b760f97bd65d7a2cddaed56d7516d25178,A,,background,weak,,none,
R00013760,6dd9d960a2968850b39953b6ba009bbe334af3c2feb8e760d6873d73aada118e,A,,background,weak,,none,
R00013761,44b609d7329ae87306b783f64b026ca4a76d8fab02ccd129c1d134bcc2ff7bfe,A,,background,weak,,none,
R00013762,cf0c90baf9eeb59b1aef9b562860a49038acaf55210dee456e8167998fa3265f,A,,background,weak,,none,
R00013763,991b6755b835742c760a9958639b0f76b42bbf50c2875878776e3b0844bf08da,A,,background,weak,,none,
R00013764,169c187bb0c42bb2ca770ca9194e6df36a5c86e3753b8a181548ff8f3c7b082a,A,,background,weak,,none,
R00013765,e3b0d58f436ec134203e4d8bd2659740416fa56ee7914bbb941fea24b41cff4a,A,,background,weak,,none,
R00013766,3cbd3c8e64317e27c4e11d5546db38bd1678263d8d88d3fd1ef0b95e2c9ab680,A,,background,weak,,none,
R00013767,6eb421e15e7c1eb025331693c80fd86f0dd1a6c1b25b20d16de76b37f98f0b12,A,,background,weak,,none,
R00013768,5e7b361e03009b2d1bc4240e8f69083ba356208568be5864a37f6c2af3a5d48f,A,,background,weak,,none,
R00013769,7518a058b9d30b22b347d7af1bc6cb3718823aab66df14af9b346c8ddbf81f89,A,,background,weak,,none,
R00013770,d7fa2a9413d85213e564bfd8a5a9cabb491e9a64ca7aa20c436e2b494334a4a0,A,,background,weak,,none,
R00013771,bd0fbedd83df9290c4490d588358e188b66e9cf766283843d266037f1a73ed2b,A,,background,weak,,none,
R00013772,98407859b5b37f06e2f2095a9b337f3216ed457423810c9a98d2a112dad2d9fb,A,,background,weak,,none,
R00013773,3bedc5737c52f1308e46186b141a3d5a204f49c38402715cefd025c5547a8c1c,A,,background,weak,,none,
R00013774,f87567cedb59a3149d431de64a6581ce1abb5394757a0b05d1aad959f192250f,E,E-03,scenario_core,strong,"structure,graph,flow",mixing_like,
R00013775,da250c6fc8656082c86c39c99340c094c14aeb29dae2c072af33241c0368a2c5,A,,background,weak,,none,
R00013776,13e19506d8da9d75b61f1e02a8ff1e11c079dac44fa82ec09d39b5d687f1d627,A,,background,weak,,none,
R00013777,c4f2a60c0605a0d1329f1895180327a2cd9b4fdd6d4a021fa037627c21f3e299,A,,background,weak,,none,
R00013778,7a9103c7cde434a99a3b06ea26bc38e588b25847d8329d9f66b81b118a8bca17,A,,background,weak,,none,
R00013779,831b2518258ecdf886a72cb36a4ef174c4b9266036be19760db664b1b3ec4ff0,A,,background,weak,,none,
R00013780,6f4ddfd97f50cb87a97a5c7925964b7be554d73eb69f069ad0965a57fdb82bf5,A,,background,weak,,none,
R00013781,f1e87d1f5b27cff562efc3971d1415bfac6ec81b3af3b3e7a38a51075346b980,A,,background,weak,,none,
R00013782,ff446248ff8e0affbaabcd7c9ba32ec7b21154cb376261d2f3f59f3d30a2cbdc,A,,background,weak,,none,
R00013783,b325ed1f6e3f9140cf24ae48c63933e59996a9ae775c2633c0b645113af76b1b,A,,background,weak,,none,
R00013784,a98c3e076fa7c873577e52ed1d85eee7bc2f3d6a3f74a6137f509c84e0a6a735,A,,background,weak,,none,
R00013785,5447374369b00d4f7cdacc06a4eff8a5248853d7c3ce62d8c7dca547810408b8,A,,background,weak,,none,
R00013786,702ee2f7d270393e5844586eea4a08c0a11cb5605f2a7cb1ee6cad82ea32c68d,A,,background,weak,,none,
R00013787,65f54ec35293e441bbcefcf7c190c31d5515978c9149da2571c5799b6af1229d,A,,background,weak,,none,
R00013788,008bd79c5a0fb58c286735d9076fab04cd9e03a0a2b7d0df122b1056d7b722c2,A,,background,weak,,none,
R00013789,be262d0c3dff2f598bc378b3e1e2ac802cc1d49965861ea21b1b8144df56faac,A,,background,weak,,none,
R00013790,ebaf3cb1a3b22519a286cc440317775e3354f478c07b98a5546898fe01221a0b,A,,background,weak,,none,
R00013791,7ff059de29c25fd9023c0eb9e48400d877f3da350d46d24d1e51f7c5658d5a3a,A,,background,weak,,none,
R00013792,1f4b491e5050f905effe573ea44b55381919333552e66c5ba9d21af5fa04d8ab,A,,background,weak,,none,
R00013793,78e7234df5a8f45bfd8606a25472a3488eda2b1918dfd4321318d78f39d332a9,A,,background,weak,,none,
R00013794,dade82326125490a21a2a3afb0b1f32fb4c46a081124e1a3bfc196866f128a3e,A,,background,weak,,none,
R00013795,05c64fa010f5e13ff4893384837c2fc42b7a9797204c914796115b269db666f8,E,E-03,scenario_core,strong,"structure,graph,flow",mixing_like,
R00013796,637e17327e9d15a4d76820d3f43d8d9bd8869d6aa31c2fc82654eb7fe53dbdb4,A,,background,weak,,none,
R00013797,01f84d677594bce91f2956688013f0d8014bea837f95d37075f397b62d974a11,A,,background,weak,,none,
R00013798,76f61d58618be09b7f83a69f910414e6c7b3524653d3c670f275b65bcdb0ae0b,A,,background,weak,,none,
R00013799,728ee56d0d2c753dad25c335159ec44baf1eb4995efb19cb8a93cff862372e1b,A,,background,weak,,none,
R00013800,728ee56d0d2c753dad25c335159ec44baf1eb4995efb19cb8a93cff862372e1b,A,,background,weak,,none,
R00013801,0a3e37fac6a9a2e3f07ac5905863e0dd011b3b65a83dbdde3e5f10b3bc04c08a,A,,background,weak,,none,
R00013802,88b313da86f70945089cb6253b06ada83bcac48b179d96c1ae8d7d136b62a1fc,A,,background,weak,,none,
R00013803,06682a5fea31656135e817771a88d23ecf45a6f3258192439d64bb7575a3d340,A,,background,weak,,none,
R00013804,e520dffbb741046a09bed659666c7d4f649b35f2804dbe479734b4d69c3854db,H,H-04,scenario_core,weak,graph,none,
R00013805,c9d5905187a0864daeac27e9dc6a834ca07cfd175415eadbcb7a98e36825a4fd,A,,background,weak,,none,
R00013806,64e2946be69ef71dbb7a654496c072d106bcf0d90c298f2a98c24a0d0e72ef15,A,,background,weak,,none,
R00013807,5722f134272eab561bed176d901dafb47ed1649584258f67b30f38f79d1f7b1e,A,,background,weak,,none,
R00013808,fe54d12efd49dd27ddc1051afdd5dfc827f339d5c96acc52ea84600d606520e4,A,,background,weak,,none,
R00013809,787b457ef3f94580a33fe8f4702ce9ec2f6d88908fb6c12e5a23e8f9d02004ca,A,,background,weak,,none,
R00013810,4cd6f6943c07e836bdc385d1ab645d69cef6418779427c0770f66913171dfa55,A,,background,weak,,none,
R00013811,66d5cfd9d25c75594929de5540b690cc5263ff5c765de67b99ade76923b6e639,A,,background,weak,,none,
R00013812,5e16386bf4a58f7db13d16b04bf584d19375b68330adc6dbab51dccea658a50f,A,,background,weak,,none,
R00013813,464cc2b8c73f28c29fc275bb60311c68dbb3320be4ef8e861b4c8c131ba48f9a,A,,background,weak,,none,
R00013814,97f436b9d04d9c3188ee7ad74e36bfee2c4ff9ae92e18ad6540f129547c23a50,A,,background,weak,,none,
R00013815,d3afd702210261b86bfb83cbe95f291d03f48fa33c69524b9a14c8f391c83549,A,,background,weak,,none,
R00013816,b6e4cb17d37882deed6e99138b1584c66be3acac3032f5d89806e5482b302505,A,,background,weak,,none,
R00013817,92d949df1b362930f034bcec9a2b9edd8ae8f07f9212ab1dcbc8dfa1a17d193f,A,,background,weak,,none,
R00013818,c3248ec05265a424ff44263e4b1945e018245f3027ffcb5fcafe8bc998db0a93,A,,background,weak,,none,
R00013819,9940e9f4a0311d957480ee50be897f8e4d3aab3609a4a75f26b4a687677996e5,A,,background,weak,,none,
R00013820,14d2cf9d2cec903639c21518bbe77b91882c214ab0fb3f817755b1091b12ce42,A,,background,weak,,none,
R00013821,baec061aa975177b29858c61836ecd54548d253a796e57e33eec4f5cbdfef73b,A,,background,weak,,none,
R00013822,a02008e8eaf61d7a4c85560f468dc11688d58bc5f3576f52e5901db3d1a678df,A,,background,weak,,none,
R00013823,180650212cacd26c4f110428ad77bb7516e063c3f15e75a4786fa1ba67290876,A,,background,weak,,none,
R00013824,9845bea405771902b31691be412078511faa12682645d7309a94f49c2e940598,A,,background,weak,,none,
R00013825,8655c7a5cc7cfbe416c0186ed089000b092aea9d49486113f6197e3cca07c3fb,A,,background,weak,,none,
R00013826,a33e0691fc7a4e1b8acfe7518751c8b99c2afcdbb60fa3a0bb10f21f6b88040d,A,,background,weak,,none,
R00013827,91eaf59c38b00ecf3af2ff067bfd0870ef14ce039ab92338987c7060decaac4d,A,,background,weak,,none,
R00013828,1b36bb7b9f3b6dcd402741bc326a01254da370f2d0b8b503227049c04c3881cd,A,,background,weak,,none,
R00013829,2a63e2bc5fbfd24cebb245ffe4a97100d4949a5fc742df35cadd9d328ad2f078,A,,background,weak,,none,
R00013830,bb421883963b6f965789ba8f9c037007bf07707cf434022be859fea9cb3261f9,A,,background,weak,,none,
R00013831,0fb6ac5ed098bb9bd7f67bf41df8b2a9171dfa766e2ab3c8fb36c67bc101e99a,A,,background,weak,,none,
R00013832,9849a178c98515d7f6bbb85ad487006844191ca87de751007968c9531dad1f52,A,,background,weak,,none,
R00013833,aa0b1b98522b7070bc24183a62f0bea275e1f2bb636daed100b7d733661841b4,A,,background,weak,,none,
R00013834,a01e9497bbfaf61d6ffdf884f06f4cb346207deed368e6cefa161f0bfb6e257d,A,,background,weak,,none,
R00013835,ea52cfb840ba8fb68234e2f33c9ed2f3265a602a622b88cd88c35f03411eaf4b,A,,background,weak,,none,
R00013836,987ee1c8401fe605c9b4e54f8061b7c262a9aa8ab7eccad00fb9668a989d08ad,E,E-03,scenario_core,strong,"structure,graph,flow",mixing_like,
R00013837,3a533f423223a0dcc6ecc33040fbee874a48579c7d3a4261cf2d23a041cffaac,A,,background,weak,,none,
R00013838,7e2e111d866e0638f8e87fea8a004af36a2d6f8bd0f45af2a5bce57579f36d36,A,,background,weak,,none,
R00013839,1259022f872e93c56d4bff9608028610129a7070ff7aad7b4e5885bea0ab2963,A,,background,weak,,none,
R00013840,b1579802822be0cc334f6868f48c5e8d8266eb676e4c2617ec84b12e5e95d141,A,,background,weak,,none,
R00013841,88dc31025101da5c272374097bfa05265000a62b5bd688a59132b17e57614bec,A,,background,weak,,none,
R00013842,38f6ed28ec4300ce52bdbe6e9d58c0d6ce4682bcedadccb2a77506b9b6362216,A,,background,weak,,none,
R00013843,db3eaaf4a2e35cab56a25e009219cf20cc3435c26e3e79a893d0c0ace6bdc784,A,,background,weak,,none,
R00013844,ab7dfcd1333fe7e20e5be1939b3d63533176427bab8f7057ba44b467c64598aa,A,,background,weak,,none,
R00013845,5c7d621f3c6c628a9bc2a7df32258be616b99be0781cf83d2f54913ecab86e53,A,,background,weak,,none,
R00013846,50be82b7b05c16dbaa8a9b63c15f4bbe0d2e48d919601c0e3b4b2bd886cf82eb,A,,background,weak,,none,
R00013847,1a0a6ee008b8712e76dacfa2937bbf0e2f401e4171e3e1c8c097322fcd4dd73b,A,,background,weak,,none,
R00013848,473d31bfb30064c5db149a5813c85bf467043294d23829d41fa7ba4004a203e8,E,E-03,scenario_core,strong,"structure,graph,flow",mixing_like,
R00013849,b0599cd375cb3dad5dec4f7103c1be9015a4665ea7c80e6ed5625c1e7e5f9ca6,A,,background,weak,,none,
R00013850,ae664f9f1374366f14d34202c097d88c254769f5c323458b9b274e59418f78a9,A,,background,weak,,none,
R00013851,599e8b3c47fa6944c194700ddaa3b15ff67aa008a8b529532f1b81116d514d0e,A,,background,weak,,none,
R00013852,656654c4a37a5d839fb5a5da6dccd9c1be64444fd48bf576ad12ae9f22e92852,A,,background,weak,,none,
R00013853,9c232e351307896d394aa2e7770eb97e47f8943ee924b4e1ea23933ad8b5e917,A,,background,weak,,none,
R00013854,d42ec6ec7917598bbb0d9aa6b01ce3441be221a68687f4aa4cfd9fcc7f96e8c5,A,,background,weak,,none,
R00013855,f685ea6d39e49ffcdd7d21b28ba67a47c9c20559097036e253fcd81ebae1a704,A,,background,weak,,none,
R00013856,f3a29589410f8b4061dedb2043ab699ebcce75e96a25d82690bb266599b4e814,A,,background,weak,,none,
R00013857,a1d36760c9c230e84ca29aa7fad661f9b1cc13d3abe2cdfcd6d6f00fecd76b4e,A,,background,weak,,none,
R00013858,c2833b2c28594893bf99db1265bc4bffb6ef3e9293d9f1c5ffa31d742aaa5c3b,A,,background,weak,,none,
R00013859,7b8643a39ed5b479082b0e197e281fd7408d538cb0552624a2c6515fd53a0092,A,,background,weak,,none,
R00013860,da31243a64b13276e343a4d472fbb8c568fe2c28f52e28cc6b3c3c002a2d27e8,A,,background,weak,,none,
R00013861,b63067d89f474812d6fd1ad3d20046eaef8a3efe37bb9680d5377739442cc709,A,,background,weak,,none,
R00013862,03f40f4b990d2178214d8b397a2607eb84e6ef10801672e1c52d59d131ba37a7,A,,background,weak,,none,
R00013863,da31243a64b13276e343a4d472fbb8c568fe2c28f52e28cc6b3c3c002a2d27e8,A,,background,weak,,none,
R00013864,b556ca91e519cf9d24e7941edb97e139e094c17696c05d80840f65f00deda0ed,A,,background,weak,,none,
R00013865,b262e5a80c89a092f29c76430c2e867a194fb506cac1d0bdf94a7e4bd7cd2975,A,,background,weak,,none,
R00013866,f4083338f40b0bbcee9318aa71e1e231505afe926210b883bbc3d17877eec19a,A,,background,weak,,none,
R00013867,f866eed7dd68a2ee88a062ab811e45103443375ec4273d99f6228464ee6495c7,A,,background,weak,,none,
R00013868,2ab337e520bebede047fc0fecec2cbc068e8e14c30140f6f041e3c74f2e37a92,A,,background,weak,,none,
R00013869,6885287217fe52055b1419a11f0d3c70650944f3f2ca52ca2bc73fc9cfb22ae5,A,,background,weak,,none,
R00013870,1fd7973e9742f9165c59b5aef7d09a2fa689cd069a319c771ef56899a1faebeb,A,,background,weak,,none,
R00013871,1aa37fe7ee741ce058e7d1cf37c74e76e5ba7d844abfa18e253388b6e413e44c,A,,background,weak,,none,
R00013872,7bbb39154e9fff526979d494850acfc482367cf59e1cd85e178957d607f6bf2a,A,,background,weak,,none,
R00013873,afbdda0b4c0c0c3f658cca36d27e25b1a1f6c462e82abe3608bc864dad490106,E,E-03,scenario_core,strong,"structure,graph,flow",mixing_like,
R00013874,c4da397bbaaf101c78f81e121990db94235e63e44e9faa779b40aedb2addd98f,A,,background,weak,,none,
R00013875,c89b1e1fdc33dcc462cfd45fe789595fda5d79e48cb87738547637363f18f6a5,A,,background,weak,,none,
R00013876,77a695349f59b8aefbe2eb166f635c2aeb22de3adc2f779bc51f4f8ff15ea716,A,,background,weak,,none,
R00013877,6fba1b632f1fc194d11cf9a8e109591ba6214f32fc7475a22ddba751d4c8791d,A,,background,weak,,none,
R00013878,d1aabdbf10ce2cb05598eb8cb278c88a9bc020a88f7cf670717e27f3762acc5d,A,,background,weak,,none,
R00013879,be670fa2ac34a2e9c06c2b861f97951f6e53dafdd0f849f081cb08081f550ee4,A,,background,weak,,none,
R00013880,21e86d9f1e2466212ff1ae534e7083b2c87d1e105cf2f932bf3746fdfa0e414d,A,,background,weak,,none,
R00013881,2e64b97db0fa8ee8ee45b1db366faaf09df1fa8491cd6e0bb909e5314a0f26ed,A,,background,weak,,none,
R00013882,8fc06b2c440ce04d41b8f058e6b5837b3df8632a37131fa721ced37a26d583d7,A,,background,weak,,none,
R00013883,33dfb399513c35ef14cd93de5b623af4936dc08eac8b4e1cd9671d293ee5f171,A,,background,weak,,none,
R00013884,944e4087a0da0adc39bbceaabf946b2f05888ee636c67fd9296caebeee6a9641,A,,background,weak,,none,
R00013885,4ea463f54477694a244d752da371286fdc5b4ca81576eac9fa63159dc5bcc516,A,,background,weak,,none,
R00013886,329da0623942fefb03b707deb8a5eb773961bddb9161b36094785f4218dce935,A,,background,weak,,none,
R00013887,f87bf594f1ecd9b9c543352eff4b817906912d2f2feb6baae415008297173c5b,A,,background,weak,,none,
R00013888,a4e3da3d53cd7976ef69ae4f00988f4956875184c53e691b8238e6d952424ffd,A,,background,weak,,none,
R00013889,bbd368104d758e5176909d7c371eb0212cbbabc8dbe43317ebd570ee584c3cb2,A,,background,weak,,none,
R00013890,abc8afe4ac1c05534288ff05b97b55fb478297180658f24755a622593a317417,A,,background,weak,,none,
R00013891,5b711768f61935b823f14cbfbee8387fb6f0c7e8a6f98b1d82848dcd70d39371,A,,background,weak,,none,
R00013892,632a6022286800e00d08c5be51a3374ac798cc82b4d292dacfd58cdccc31e455,A,,background,weak,,none,
R00013893,0aa5012875cea3f34d16dc85a2e47a1c671d417eeb2c25d5dfce62a48b0d2028,A,,background,weak,,none,
R00013894,1cd52fc6a803a8751cf9a8781672b9876eda9669c514871e27b8ee15659840a8,A,,background,weak,,none,
R00013895,fb938bc91eb4c0eb38e36b46532b5fbd769825e8d184221cc83903692d3005ae,A,,background,weak,,none,
R00013896,e93925dd8cca25e67710f98cbd66ffa550ce047b46477eb82b3ae8f2c7f1e6d2,E,E-03,scenario_core,strong,"structure,graph,flow",mixing_like,
R00013897,cc7e4dc4c2cc1e0b7ed58df654de966c9618fc8d4921caa89eb1d64211574bd3,A,,background,weak,,none,
R00013898,08f23ef08b3f8168d9a1f11769365fb16164f8700497ba319a4e83f8dc3a3d5c,A,,background,weak,,none,
